id,giscode,siteaddres,landuse,scrcog_lu,yearbuilt,decadebuilt
7386,2330-138-00-0000,550 HARTFORD TPK,Single Fam M01,Residential,1954,1950s
7387,2330-139-00-0000,560 HARTFORD TPK,Single Fam M01,Residential,1950,1950s
7388,2330-140-00-0000,570 HARTFORD TPK,Single Fam M01,Residential,1948,1940s
7389,2330-141-00-0000,880 RIDGE RD,Single Fam M01,Residential,1945,1940s
7390,2330-142-00-0000,874 RIDGE RD,Single Fam M01,Residential,1921,1920s
7391,2330-143-00-0000,864 RIDGE RD,Single Fam M01,Residential,1930,1930s
7392,2330-144-00-0000,9 HAWLEY RD,Single Fam M01,Residential,1941,1940s
7393,2330-145-00-0000,50 HIGH MEADOW RD,Single Fam M01,Residential,1950,1950s
7394,2330-146-00-0000,15 JESSWIG DR,Single Fam M01,Residential,1947,1940s
7395,2330-147-00-0000,5 JESSWIG DR,Single Fam M01,Residential,1949,1940s
7396,2330-148-00-0000,80 HIGH MEADOW RD,Single Fam M01,Residential,1955,1950s
7397,2330-149-00-0000,875 RIDGE RD,Single Fam M01,Residential,1925,1920s
7398,2330-150-00-0000,865 RIDGE RD,Single Fam M01,Residential,1950,1950s
7399,2330-151-00-0000,855 RIDGE RD,Single Fam M01,Residential,1980,1980s
7400,2330-152-00-0000,849 RIDGE RD,Single Fam M01,Residential,1926,1920s
7401,2330-153-00-0000,835 RIDGE RD,Single Fam M01,Residential,1931,1930s
7402,2330-154-00-0000,825 RIDGE RD,Single Fam M01,Residential,1952,1950s
7403,2330-155-00-0000,25 HIGH MEADOW RD,Single Fam M01,Residential,1940,1940s
7404,2330-156-00-0000,45 HIGH MEADOW RD,Single Fam M01,Residential,1950,1950s
7405,2330-157-00-0000,65 HIGH MEADOW RD,Single Fam M01,Residential,1963,1960s
7406,2330-158-00-0000,81 HIGH MEADOW RD,Single Fam M01,Residential,1950,1950s
7407,2330-161-00-0000,680 HARTFORD TPK,Single Fam M01,Residential,1924,1920s
7408,2330-164-00-0000,687 HARTFORD TPK,Single Fam M01,Residential,1964,1960s
7409,2330-165-00-0000,677 HARTFORD TPK,Single Fam M01,Residential,1963,1960s
7410,2330-166-00-0000,669 HARTFORD TPK,Single Fam M01,Residential,1963,1960s
7411,2330-167-00-0000,661 HARTFORD TPK,Single Fam M01,Residential,1962,1960s
7412,2330-168-00-0000,653 HARTFORD TPK,Single Fam M01,Residential,1963,1960s
7413,2330-169-00-0000,645 HARTFORD TPK,Single Fam M01,Residential,1963,1960s
7414,2330-170-00-0000,637 HARTFORD TPK,Single Fam M01,Residential,1962,1960s
7415,2330-171-00-0000,629 HARTFORD TPK,Single Fam M01,Residential,1962,1960s
7416,2330-172-00-0000,621 HARTFORD TPK,Single Fam M01,Residential,1962,1960s
7417,2330-173-00-0000,605 HARTFORD TPK,Single Fam M01,Residential,1960,1960s
7418,2330-174-00-0000,595 HARTFORD TPK,Single Fam M01,Residential,1961,1960s
7419,2330-175-00-0000,587 HARTFORD TPK,Single Fam M01,Residential,1963,1960s
7420,2330-176-00-0000,577 HARTFORD TPK,Single Fam M01,Residential,1963,1960s
7421,2330-177-00-0000,567 HARTFORD TPK,Single Fam M01,Residential,1963,1960s
7422,2330-178-00-0000,559 HARTFORD TPK,Single Fam M01,Residential,1963,1960s
7423,2330-179-00-0000,100 CARROLL RD,Single Fam M01,Residential,1959,1950s
7424,2330-180-00-0000,102 SMITH DR,Single Fam M01,Residential,1959,1950s
7425,2330-181-00-0000,112 SMITH DR,Single Fam M01,Residential,1959,1950s
7426,2330-182-00-0000,4 HESSE RD,Single Fam M01,Residential,1959,1950s
7427,2330-183-00-0000,10 HESSE RD,Single Fam M01,Residential,1959,1950s
7428,2330-184-00-0000,18 HESSE RD,Single Fam M01,Residential,1959,1950s
7429,2330-185-00-0000,26 HESSE RD,Single Fam M01,Residential,1959,1950s
7430,2330-186-00-0000,34 HESSE RD,Single Fam M01,Residential,1959,1950s
7431,2330-187-00-0000,42 HESSE RD,Single Fam M01,Residential,1961,1960s
7432,2330-188-00-0000,58 HESSE RD,Single Fam M01,Residential,1962,1960s
7433,2330-189-00-0000,68 HESSE RD,Single Fam M01,Residential,1962,1960s
7434,2330-190-00-0000,76 HESSE RD,Single Fam M01,Residential,1962,1960s
7435,2330-191-00-0000,86 HESSE RD,Single Fam M01,Residential,1962,1960s
7436,2330-192-00-0000,96 HESSE RD,Single Fam M01,Residential,1962,1960s
7437,2330-193-00-0000,104 HESSE RD,Single Fam M01,Residential,1962,1960s
7438,2330-194-00-0000,110 HESSE RD,Single Fam M01,Residential,1962,1960s
7439,2330-195-00-0000,87 HESSE RD,Single Fam M01,Residential,1962,1960s
7440,2330-196-00-0000,77 HESSE RD,Single Fam M01,Residential,1962,1960s
7441,2330-197-00-0000,67 HESSE RD,Single Fam M01,Residential,1962,1960s
7442,2330-198-00-0000,59 HESSE RD,Single Fam M01,Residential,1962,1960s
7443,2330-199-00-0000,8 WILLIAMSON RD,Single Fam M01,Residential,1961,1960s
7444,2330-200-00-0000,43 HESSE RD,Single Fam M01,Residential,1960,1960s
7445,2330-201-00-0000,168 SEBEC ST,Single Fam M01,Residential,1960,1960s
7446,2330-202-00-0000,158 SEBEC ST,Single Fam M01,Residential,1959,1950s
7447,2330-203-00-0000,87 LENT RD,Single Fam M01,Residential,1961,1960s
7448,2330-204-00-0000,97 LENT RD,Single Fam M01,Residential,1961,1960s
7449,2330-205-00-0000,33 HESSE RD,Single Fam M01,Residential,1959,1950s
7450,2330-206-00-0000,17 HESSE RD,Single Fam M01,Residential,1960,1960s
7451,2330-207-00-0000,96 LENT RD,Single Fam M01,Residential,1961,1960s
7452,2330-208-00-0000,86 LENT RD,Single Fam M01,Residential,1961,1960s
7453,2330-209-00-0000,76 LENT RD,Single Fam M01,Residential,1961,1960s
7454,2330-210-00-0000,5 HESSE RD,Single Fam M01,Residential,1959,1950s
7455,2330-211-00-0000,99 SMITH DR,Single Fam M01,Residential,1959,1950s
7456,2330-212-00-0000,89 SMITH DR,Single Fam M01,Residential,1959,1950s
7457,2330-213-00-0000,79 SMITH DR,Single Fam M01,Residential,1959,1950s
7458,2330-214-00-0000,107 CARROLL RD,Single Fam M01,Residential,1959,1950s
7459,2330-215-00-0000,78 SMITH DR,Single Fam M01,Residential,1959,1950s
7460,2330-216-00-0000,540 HARTFORD TPK,Single Fam M01,Residential,1816,pre1900s
7461,2330-217-00-0000,55 HIGH MEADOW RD,Single Fam M01,Residential,1950,1950s
7462,2331-001-00-0000,261 HEPBURN RD,Single Fam M01,Residential,1955,1950s
7463,2331-002-00-0000,93 FOOTE ST,Single Fam M01,Residential,1957,1950s
7464,2331-003-00-0000,16 LEO RD,Single Fam M01,Residential,1957,1950s
7465,2331-004-00-0000,16 CARROLL RD,Single Fam M01,Residential,1967,1960s
7466,2331-005-00-0000,101 FOOTE ST,Single Fam M01,Residential,1957,1950s
7467,2331-006-00-0000,109 FOOTE ST,Single Fam M01,Residential,1956,1950s
7468,2331-007-00-0000,117 FOOTE ST,Single Fam M01,Residential,1957,1950s
7469,2331-008-00-0000,125 FOOTE ST,Single Fam M01,Residential,1957,1950s
7470,2331-009-00-0000,135 FOOTE ST,Single Fam M01,Residential,1954,1950s
7471,2331-010-00-0000,56 CARROLL RD,Single Fam M01,Residential,1959,1950s
7472,2331-011-00-0000,50 CARROLL RD,Single Fam M01,Residential,1958,1950s
7473,2331-012-00-0000,42 CARROLL RD,Single Fam M01,Residential,1958,1950s
7474,2331-013-00-0000,34 CARROLL RD,Single Fam M01,Residential,1967,1960s
7475,2331-014-00-0000,26 CARROLL RD,Single Fam M01,Residential,1963,1960s
7476,2331-015-00-0000,50 STEVENS ST,Single Fam M01,Residential,1950,1950s
7477,2331-016-00-0000,32 STEVENS ST,Three Fam M01,Residential,1950,1950s
7479,2331-018-00-0000,26 STEVENS ST,Two Family M01,Residential,1950,1950s
7481,2331-022-00-0000,20 EDGECOMB ST,Single Fam M01,Residential,1970,1970s
7482,2331-023-00-0000,30 EDGECOMB ST,Single Fam M01,Residential,1957,1950s
7483,2331-024-00-0000,15 LEO RD,Single Fam M01,Residential,1957,1950s
7484,2331-025-00-0000,25 LEO RD,Single Fam M01,Residential,1957,1950s
7485,2331-026-00-0000,33 LEO RD,Single Fam M01,Residential,1956,1950s
7486,2331-027-00-0000,41 LEO RD,Single Fam M01,Residential,1957,1950s
7487,2331-028-00-0000,51 LEO RD,Single Fam M01,Residential,1956,1950s
7488,2331-029-00-0000,59 LEO RD,Single Fam M01,Residential,1956,1950s
7489,2331-030-00-0000,60 EDGECOMB ST,Single Fam M01,Residential,1956,1950s
7490,2331-031-00-0000,52 EDGECOMB ST,Single Fam M01,Residential,1956,1950s
7491,2331-032-00-0000,46 EDGECOMB ST,Single Fam M01,Residential,1956,1950s
7492,2331-033-00-0000,40 EDGECOMB ST,Single Fam M01,Residential,2009,2000s
7493,2331-034-00-0000,36 EDGECOMB ST,Single Fam M01,Residential,1959,1950s
7494,2331-035-00-0000,57 EDGECOMB ST,Single Fam M01,Residential,1958,1950s
7497,2331-039-00-0000,49 EDGECOMB ST,Single Fam M01,Residential,1956,1950s
7498,2331-040-00-0000,43 STEVENS ST,Single Fam M01,Residential,1950,1950s
7499,2331-041-00-0000,37 STEVENS ST,Single Fam M01,Residential,1900,1900s
7504,2331-050-00-0000,2616 STATE ST,Single Fam M01,Residential,1928,1920s
7506,2331-052-00-0000,14 SEBEC ST,APT 5 - 8 M01,Residential,1951,1950s
7507,2331-054-00-0000,16 SEBEC ST,Three Fam M01,Residential,1910,1910s
7509,2331-056-00-0000,57 CARROLL RD,Single Fam M01,Residential,1958,1950s
7510,2331-057-00-0000,49 CARROLL RD,Single Fam M01,Residential,1958,1950s
7511,2331-058-00-0000,39 CARROLL RD,Single Fam M01,Residential,1957,1950s
7512,2331-059-00-0000,31 CARROLL RD,Single Fam M01,Residential,1957,1950s
7513,2331-060-00-0000,25 CARROLL RD,Single Fam M01,Residential,1963,1960s
7514,2331-061-00-0000,15 CARROLL RD,Single Fam M01,Residential,1960,1960s
7515,2331-062-00-0000,34 LEO RD,Single Fam M01,Residential,1957,1950s
7516,2331-063-00-0000,42 LEO RD,Single Fam M01,Residential,1956,1950s
7517,2331-064-00-0000,14 SMITH DR,Single Fam M01,Residential,1959,1950s
7518,2331-065-00-0000,22 SMITH DR,Single Fam M01,Residential,1959,1950s
7519,2331-066-00-0000,30 SMITH DR,Single Fam M01,Residential,1959,1950s
7520,2331-067-00-0000,38 SMITH DR,Single Fam M01,Residential,1959,1950s
7521,2331-068-00-0000,48 SMITH DR,Single Fam M01,Residential,1959,1950s
7522,2331-069-00-0000,31 SMITH DR,Single Fam M01,Residential,1959,1950s
7523,2331-070-00-0000,15 SMITH DR,Single Fam M01,Residential,1959,1950s
7524,2331-071-00-0000,66 LEO RD,Single Fam M01,Residential,1957,1950s
7525,2331-072-00-0000,74 LEO RD,Single Fam M01,Residential,1957,1950s
7526,2331-073-00-0000,82 LEO RD,Single Fam M01,Residential,1957,1950s
7527,2331-074-00-0000,81 LEO RD,Single Fam M01,Residential,1956,1950s
7528,2331-075-00-0000,75 LEO RD,Single Fam M01,Residential,1957,1950s
7529,2331-076-00-0000,72 EDGECOMB ST,Single Fam M01,Residential,1958,1950s
7530,2331-077-00-0000,78 EDGECOMB ST,Single Fam M01,Residential,1959,1950s
7531,2331-078-00-0000,84 EDGECOMB ST,Single Fam M01,Residential,1960,1960s
7532,2331-079-00-0000,94 EDGECOMB ST,Single Fam M01,Residential,1960,1960s
7533,2331-080-00-0000,17 EDGECOMB ST,Single Fam M01,Residential,1984,1980s
7534,2331-081-00-0000,33 WAYNE ST,Single Fam M01,Residential,1985,1980s
7536,2331-087-00-0000,38 STEVENS ST,Two Family M01,Residential,1950,1950s
7537,2331-088-00-0000,760 HARTFORD TPK,Single Fam M01,Residential,1959,1950s
7538,2331-089-00-0000,750 HARTFORD TPK,Single Fam M01,Residential,1954,1950s
7539,2331-090-00-0000,740 HARTFORD TPK,Single Fam M01,Residential,1963,1960s
7540,2331-091-00-0000,75 DANIEL RD,Single Fam M01,Residential,1952,1950s
7541,2331-092-00-0000,79 DANIEL RD,Single Fam M01,Residential,1952,1950s
7542,2331-093-00-0000,83 DANIEL RD,Single Fam M01,Residential,1952,1950s
7543,2331-094-00-0000,118 HESSE RD,Single Fam M01,Residential,1961,1960s
7544,2331-095-00-0000,126 HESSE RD,Single Fam M01,Residential,1961,1960s
7545,2331-096-00-0000,134 HESSE RD,Single Fam M01,Residential,1961,1960s
7546,2331-097-00-0000,142 HESSE RD,Single Fam M01,Residential,1960,1960s
7547,2331-098-00-0000,154 HESSE RD,Single Fam M01,Residential,1961,1960s
7548,2331-099-00-0000,105 HESSE RD,Single Fam M01,Residential,1962,1960s
7549,2331-100-00-0000,97 HESSE RD,Single Fam M01,Residential,1962,1960s
7550,2331-101-00-0000,18 WILLIAMSON RD,Single Fam M01,Residential,1961,1960s
7551,2331-102-00-0000,28 WILLIAMSON RD,Single Fam M01,Residential,1961,1960s
7552,2331-103-00-0000,38 WILLIAMSON RD,Single Fam M01,Residential,1961,1960s
7553,2331-104-00-0000,48 WILLIAMSON RD,Single Fam M01,Residential,1961,1960s
7554,2331-105-00-0000,58 WILLIAMSON RD,Single Fam M01,Residential,1961,1960s
7555,2331-106-00-0000,7 WILLIAMSON RD,Single Fam M01,Residential,1961,1960s
7556,2331-107-00-0000,17 WILLIAMSON RD,Single Fam M01,Residential,1961,1960s
7557,2331-108-00-0000,27 WILLIAMSON RD,Single Fam M01,Residential,1961,1960s
7558,2331-109-00-0000,37 WILLIAMSON RD,Single Fam M01,Residential,1960,1960s
7559,2331-110-00-0000,47 WILLIAMSON RD,Single Fam M01,Residential,1962,1960s
7560,2331-111-00-0000,57 WILLIAMSON RD,Single Fam M01,Residential,1960,1960s
7561,2331-112-00-0000,58 CARDO RD,Single Fam M01,Residential,1958,1950s
7562,2331-113-00-0000,48 CARDO RD,Single Fam M01,Residential,1958,1950s
7563,2331-114-00-0000,38 CARDO RD,Single Fam M01,Residential,1958,1950s
7564,2331-115-00-0000,28 CARDO RD,Single Fam M01,Residential,1958,1950s
7565,2331-116-00-0000,18 CARDO RD,Single Fam M01,Residential,1958,1950s
7566,2331-117-00-0000,8 CARDO RD,Single Fam M01,Residential,1961,1960s
7567,2331-118-00-0000,65 DADIO RD,Single Fam M01,Residential,1968,1960s
7568,2331-119-00-0000,55 DADIO RD,Single Fam M01,Residential,1955,1950s
7569,2331-120-00-0000,47 DADIO RD,Single Fam M01,Residential,1968,1960s
7570,2331-121-00-0000,41 DADIO RD,Single Fam M01,Residential,1968,1960s
7571,2331-122-00-0000,33 DADIO RD,Single Fam M01,Residential,1964,1960s
7572,2331-123-00-0000,25 DADIO RD,Single Fam M01,Residential,1968,1960s
7573,2331-124-00-0000,19 DADIO RD,Single Fam M01,Residential,1962,1960s
7574,2331-125-00-0000,11 DADIO RD,Single Fam M01,Residential,1960,1960s
7575,2331-126-00-0000,93 DANIEL RD,SFR In-Law,Residential,1962,1960s
7576,2331-127-00-0000,87 DANIEL RD,Single Fam M01,Residential,1952,1950s
7577,2331-128-00-0000,96 CARDO RD,Single Fam M01,Residential,1964,1960s
7578,2331-129-00-0000,90 CARDO RD,Single Fam M01,Residential,1964,1960s
7579,2331-130-00-0000,84 CARDO RD,Single Fam M01,Residential,1964,1960s
7580,2331-131-00-0000,76 CARDO RD,Single Fam M01,Residential,1964,1960s
7581,2331-132-00-0000,40 DADIO RD,Single Fam M01,Residential,1968,1960s
7582,2331-133-00-0000,24 DADIO RD,Single Fam M01,Residential,1961,1960s
7583,2331-134-00-0000,18 DADIO RD,Single Fam M01,Residential,1965,1960s
7584,2331-135-00-0000,12 DADIO RD,Single Fam M01,Residential,1965,1960s
7585,2331-136-00-0000,6 DADIO RD,Single Fam M01,Residential,1963,1960s
7586,2331-137-00-0000,113 DANIEL RD,Single Fam M01,Residential,1964,1960s
7587,2331-138-00-0000,106 CARDO RD,Single Fam M01,Residential,1964,1960s
7588,2331-139-00-0000,94 DANIEL RD,Single Fam M01,Residential,1952,1950s
7589,2331-140-00-0000,102 DANIEL RD,Single Fam M01,Residential,1952,1950s
7590,2331-141-00-0000,108 DANIEL RD,Single Fam M01,Residential,1964,1960s
7591,2331-142-00-0000,114 DANIEL RD,Single Fam M01,Residential,1964,1960s
7592,2331-143-00-0000,120 DANIEL RD,Single Fam M01,Residential,1964,1960s
7593,2331-144-00-0000,126 DANIEL RD,Single Fam M01,Residential,1964,1960s
7594,2331-145-00-0000,138 DANIEL RD,Single Fam M01,Residential,1964,1960s
7595,2331-146-00-0000,144 DANIEL RD,Single Fam M01,Residential,1964,1960s
7596,2331-147-00-0000,150 DANIEL RD,Single Fam M01,Residential,1964,1960s
7597,2331-148-00-0000,156 DANIEL RD,Single Fam M01,Residential,1964,1960s
7598,2331-149-00-0000,162 DANIEL RD,Single Fam M01,Residential,1964,1960s
7599,2331-150-00-0000,166 DANIEL RD,Single Fam M01,Residential,1966,1960s
7600,2331-151-00-0000,170 DANIEL RD,Single Fam M01,Residential,1964,1960s
7601,2331-152-00-0000,176 DANIEL RD,Single Fam M01,Residential,1964,1960s
7602,2331-153-00-0000,182 DANIEL RD,Single Fam M01,Residential,1969,1960s
7603,2331-154-00-0000,188 DANIEL RD,Single Fam M01,Residential,1967,1960s
7604,2331-155-00-0000,194 DANIEL RD,Single Fam M01,Residential,1969,1960s
7605,2331-156-00-0000,200 DANIEL RD,Single Fam M01,Residential,1966,1960s
7606,2331-157-00-0000,208 DANIEL RD,Single Fam M01,Residential,1967,1960s
7607,2331-158-00-0000,214 DANIEL RD,Single Fam M01,Residential,1967,1960s
7608,2331-159-00-0000,220 DANIEL RD,Single Fam M01,Residential,1969,1960s
7609,2331-160-00-0000,226 DANIEL RD,Single Fam M01,Residential,1967,1960s
7610,2331-161-00-0000,232 DANIEL RD,Single Fam M01,Residential,1967,1960s
7611,2331-162-00-0000,229 DANIEL RD,Single Fam M01,Residential,1970,1970s
7612,2331-163-00-0000,221 DANIEL RD,Single Fam M01,Residential,1969,1960s
7613,2331-164-00-0000,209 DANIEL RD,Single Fam M01,Residential,1968,1960s
7614,2331-165-00-0000,185 DANIEL RD,Single Fam M01,Residential,1964,1960s
7615,2331-166-00-0000,169 DANIEL RD,Single Fam M01,Residential,1960,1960s
7616,2331-167-00-0000,151 DANIEL RD,Single Fam M01,Residential,1964,1960s
7617,2331-168-00-0000,147 DANIEL RD,Single Fam M01,Residential,1964,1960s
7618,2331-169-00-0000,141 DANIEL RD,Single Fam M01,Residential,1964,1960s
7619,2331-170-00-0000,135 DANIEL RD,Single Fam M01,Residential,1964,1960s
7620,2331-171-00-0000,105 CARDO RD,Single Fam M01,Residential,1963,1960s
7621,2331-172-00-0000,97 CARDO RD,Single Fam M01,Residential,1964,1960s
7622,2331-173-00-0000,85 CARDO RD,Single Fam M01,Residential,1963,1960s
7623,2331-174-00-0000,77 CARDO RD,Single Fam M01,Residential,1958,1950s
7624,2331-175-00-0000,63 CARDO RD,Single Fam M01,Residential,1958,1950s
7625,2331-176-00-0000,53 CARDO RD,Single Fam M01,Residential,1958,1950s
7626,2331-177-00-0000,45 CARDO RD,Single Fam M01,Residential,1962,1960s
7627,2331-178-00-0000,37 CARDO RD,Single Fam M01,Residential,1958,1950s
7628,2331-179-00-0000,29 CARDO RD,Single Fam M01,Residential,1961,1960s
7629,2331-180-00-0000,21 CARDO RD,Single Fam M01,Residential,1961,1960s
7630,2331-181-00-0000,117 SEBEC ST,Single Fam M01,Residential,1958,1950s
7631,2331-182-00-0000,107 SEBEC ST,Single Fam M01,Residential,1958,1950s
7632,2331-183-00-0000,99 SEBEC ST,Single Fam M01,Residential,1958,1950s
7633,2331-184-00-0000,91 SEBEC ST,Single Fam M01,Residential,1958,1950s
7635,2331-187-00-0000,83 SEBEC ST,Single Fam M01,Residential,1958,1950s
7636,2331-188-00-0000,75 SEBEC ST,Single Fam M01,Residential,1953,1950s
7637,2331-189-00-0000,69 SEBEC ST,Single Fam M01,Residential,1958,1950s
7638,2331-190-00-0000,57 SEBEC ST,Single Fam M01,Residential,1959,1950s
7639,2331-191-00-0000,45 SEBEC ST,Single Fam M01,Residential,1971,1970s
7640,2331-192-00-0000,39 SEBEC ST,Single Fam M01,Residential,1971,1970s
7641,2331-193-00-0000,33 SEBEC ST,Single Fam M01,Residential,1971,1970s
7642,2331-194-00-0000,27 SEBEC ST,Single Fam M01,Residential,1971,1970s
7643,2331-195-00-0000,21 SEBEC ST,Single Fam M01,Residential,1971,1970s
7644,2331-196-00-0000,148 SEBEC ST,Single Fam M01,Residential,1960,1960s
7645,2331-197-00-0000,138 SEBEC ST,Single Fam M01,Residential,1958,1950s
7646,2331-198-00-0000,130 SEBEC ST,Single Fam M01,Residential,1958,1950s
7647,2331-199-00-0000,120 SEBEC ST,Single Fam M01,Residential,1958,1950s
7648,2331-200-00-0000,112 SEBEC ST,Single Fam M01,Residential,1958,1950s
7649,2331-201-00-0000,104 SEBEC ST,Single Fam M01,Residential,1958,1950s
7650,2331-202-00-0000,98 SEBEC ST,Single Fam M01,Residential,1958,1950s
7651,2331-203-00-0000,90 SEBEC ST,Single Fam M01,Residential,1958,1950s
7652,2331-204-00-0000,106 LEO RD,Single Fam M01,Residential,1955,1950s
7653,2331-205-00-0000,98 LEO RD,Single Fam M01,Residential,1957,1950s
7654,2331-206-00-0000,90 LEO RD,Single Fam M01,Residential,1957,1950s
7655,2331-207-00-0000,107 LEO RD,Single Fam M01,Residential,1957,1950s
7656,2331-208-00-0000,110 EDGECOMB ST,Single Fam M01,Residential,1930,1930s
7658,2331-210-00-0000,99 LEO RD,Single Fam M01,Residential,1957,1950s
7659,2331-211-00-0000,91 LEO RD,Single Fam M01,Residential,1957,1950s
7660,2331-212-00-0000,15 LENT RD,Single Fam M01,Residential,1959,1950s
7661,2331-213-00-0000,21 LENT RD,Single Fam M01,Residential,1959,1950s
7662,2331-214-00-0000,29 LENT RD,Single Fam M01,Residential,1961,1960s
7663,2331-215-00-0000,35 LENT RD,Single Fam M01,Residential,1959,1950s
7664,2331-216-00-0000,45 LENT RD,Single Fam M01,Residential,1959,1950s
7665,2331-217-00-0000,55 LENT RD,Single Fam M01,Residential,1961,1960s
7666,2331-218-00-0000,65 LENT RD,Single Fam M01,Residential,1960,1960s
7667,2331-219-00-0000,77 LENT RD,Single Fam M01,Residential,1961,1960s
7668,2331-220-00-0000,68 LENT RD,Single Fam M01,Residential,1958,1950s
7669,2331-221-00-0000,56 LENT RD,Single Fam M01,Residential,1961,1960s
7670,2331-222-00-0000,46 LENT RD,Single Fam M01,Residential,1961,1960s
7671,2331-223-00-0000,38 LENT RD,Single Fam M01,Residential,1961,1960s
7672,2331-224-00-0000,30 LENT RD,Single Fam M01,Residential,1958,1950s
7673,2331-225-00-0000,67 SMITH DR,Single Fam M01,Residential,1959,1950s
7674,2331-226-00-0000,59 SMITH DR,Single Fam M01,Residential,1959,1950s
7675,2331-227-00-0000,57 SMITH DR,Single Fam M01,Residential,1959,1950s
7676,2331-228-00-0000,39 SMITH DR,Single Fam M01,Residential,1959,1950s
7677,2331-229-00-0000,68 SMITH DR,Single Fam M01,Residential,1959,1950s
7678,2331-230-00-0000,58 SMITH DR,Single Fam M01,Residential,1959,1950s
7679,2331-231-00-0000,49 MAPLE ST,Single Fam M01,Residential,1960,1960s
7680,2331-232-00-0000,41 MAPLE ST,Single Fam M01,Residential,1920,1920s
7681,2331-233-00-0000,37 MAPLE ST,Two Family M01,Residential,1960,1960s
7682,2331-234-00-0000,31 MAPLE ST,Single Fam M01,Residential,1932,1930s
7683,2331-235-00-0000,27 MAPLE ST,Single Fam M01,Residential,1900,1900s
7684,2331-236-00-0000,17 MAPLE ST,Single Fam M01,Residential,1957,1950s
7685,2331-237-00-0000,9 MAPLE ST,Single Fam M01,Residential,1940,1940s
7687,2331-240-00-0000,71 DANIEL RD,Single Fam M01,Residential,1949,1940s
7688,2331-241-00-0000,67 DANIEL RD,Single Fam M01,Residential,1952,1950s
7689,2331-242-00-0000,61 DANIEL RD,Single Fam M01,Residential,1952,1950s
7690,2331-243-00-0000,55 DANIEL RD,Single Fam M01,Residential,1952,1950s
7691,2331-244-00-0000,49 DANIEL RD,Single Fam M01,Residential,1952,1950s
7692,2331-245-00-0000,41 DANIEL RD,Single Fam M01,Residential,1950,1950s
7693,2331-246-00-0000,37 DANIEL RD,Single Fam M01,Residential,1952,1950s
7694,2331-247-00-0000,31 DANIEL RD,Single Fam M01,Residential,1950,1950s
7695,2331-248-00-0000,23 DANIEL RD,Single Fam M01,Residential,1950,1950s
7696,2331-249-00-0000,17 DANIEL RD,Single Fam M01,Residential,1950,1950s
7697,2331-250-00-0000,11 DANIEL RD,Single Fam M01,Residential,1950,1950s
7698,2331-251-00-0000,5 DANIEL RD,Single Fam M01,Residential,1950,1950s
7699,2331-252-00-0000,86 DANIEL RD,Single Fam M01,Residential,1952,1950s
7700,2331-253-00-0000,64 DANIEL RD,Single Fam M01,Residential,1952,1950s
7701,2331-254-00-0000,52 DANIEL RD,Single Fam M01,Residential,1952,1950s
7702,2331-255-00-0000,46 DANIEL RD,Single Fam M01,Residential,1948,1940s
7703,2331-256-00-0000,40 DANIEL RD,Single Fam M01,Residential,1948,1940s
7704,2331-257-00-0000,34 DANIEL RD,Single Fam M01,Residential,1952,1950s
7705,2331-258-00-0000,28 DANIEL RD,Single Fam M01,Residential,1948,1940s
7706,2331-259-00-0000,20 DANIEL RD,Single Fam M01,Residential,1951,1950s
7707,2331-260-00-0000,14 DANIEL RD,Single Fam M01,Residential,1950,1950s
7708,2331-261-00-0000,6 DANIEL RD,Single Fam M01,Residential,1948,1940s
7712,2331-271-00-0000,132 DANIEL RD,Single Fam M01,Residential,1964,1960s
7713,2332-002-00-0000,55 MAPLE ST,Single Fam M01,Residential,1960,1960s
7714,2332-004-00-0000,2850 STATE ST,MIXED USE M01,Mixed Use,1987,1980s
7715,2332-006-00-0000,2822 STATE ST,Single Fam M01,Residential,1925,1920s
7717,2421-001-00-0000,35 MAIN ST,Single Fam M01,Residential,1961,1960s
7718,2421-002-00-0000,45 MAIN ST,Single Fam M01,Residential,1999,1990s
7719,2421-003-00-0000,55 MAIN ST,Single Fam M01,Residential,1999,1990s
7720,2421-004-00-0000,65 MAIN ST,Single Fam M01,Residential,2000,2000s
7721,2421-005-00-0000,10 CASSELLA DR,Single Fam M01,Residential,1965,1960s
7722,2421-006-00-0000,11 CASSELLA DR,Single Fam M01,Residential,1970,1970s
7723,2422-001-00-0000,512 WINTERGREEN AVE,Single Fam M01,Residential,2000,2000s
7725,2422-003-00-0000,532 WINTERGREEN AVE,Single Fam M01,Residential,1972,1970s
7727,2422-005-00-0000,560 WINTERGREEN AVE,Single Fam M01,Residential,1900,1900s
7728,2422-006-00-0000,580 WINTERGREEN AVE,STATE M01,Residential,2000,2000s
7729,2422-007-00-0000,586 WINTERGREEN AVE,Single Fam M01,Residential,1974,1970s
7730,2422-008-00-0000,190 COUNTRY HILLS RD,Single Fam M01,Residential,1998,1990s
7731,2422-009-00-0000,41 COUNTRY HILLS RD,Single Fam M01,Residential,1966,1960s
7732,2422-010-00-0000,500 WINTERGREEN AVE,Single Fam M01,Residential,1960,1960s
7733,2422-011-00-0000,484 WINTERGREEN AVE,Single Fam M01,Residential,1968,1960s
7734,2422-012-00-0000,472 WINTERGREEN AVE,Single Fam M01,Residential,1956,1950s
7735,2422-013-00-0000,460 WINTERGREEN AVE,SFR In-Law,Residential,1978,1970s
7736,2422-014-00-0000,426 WINTERGREEN AVE,Single Fam M01,Residential,1958,1950s
